tweet_id,username,original_text,final_text,word_count_before,word_count_after,removed_urls,removed_mentions,removed_hashtags,removed_stopwords,normalized_words,stemmed_words,processed_at
1933423933941743626,,Sekretaris Kabinet (Seskab) Teddy Indra Wijaya mengungkap isi pembicaraan Presiden Prabowo Subianto dan Presiden Amerika Serikat (AS) Donald Trump via telepon Kamis 12 Juni 2025. Pembicaraan kedua pemimpin negara itu berlangsung selama 15 menit. #liputan6dotcom #lip6van https://t.co/zpGcqbPkfY,sekretaris kabinet seskab teddy indra wijaya ungkap isi bicara presiden prabowo subianto presiden amerika serikat as donald trump via telepon kamis juni bicara dua pimpin negara langsung menit,37,28,1,0,2,3,0,6,2026-06-25 17:04:43
1933423268519948762,,Prabowo Akhirnya Jawab Soal Reshuffle Kabinet Merah Putih Selengkapnya &gt;&gt;&gt; https://t.co/kMBK9lkJTb https://t.co/3FRS3qFP0H,prabowo akhir jawab soal reshuffle kabinet merah putih lengkap gtgtgt,12,10,2,0,0,0,0,2,2026-06-25 17:04:44
1933422822166278240,,Presiden Prabowo Subianto menegaskan bahwa tidak ada niatan untuk melakukan reshuffle kabinet meskipun terdapat tuntutan publik yang signifikan untuk perombakan tersebut. https://t.co/WUd5NhIPls,presiden prabowo subianto tegas bahwa tidak ada niat laku reshuffle kabinet meski dapat tuntut publik signifikan ombak,22,17,1,0,0,4,0,7,2026-06-25 17:04:44
1933422699373867516,,Prabowo Akhirnya Jawab Soal Reshuffle Kabinet Merah Putih Selengkapnya &gt;&gt;&gt; https://t.co/s7Q2fUxugo https://t.co/RAFCX4nzKr,prabowo akhir jawab soal reshuffle kabinet merah putih lengkap gtgtgt,12,10,2,0,0,0,0,2,2026-06-25 17:04:44
1933421863142851033,,Prabowo Akhirnya Jawab Soal Reshuffle Kabinet Merah Putih Selengkapnya &gt;&gt;&gt; https://t.co/iksuaPBf2E https://t.co/ob01j93FRV,prabowo akhir jawab soal reshuffle kabinet merah putih lengkap gtgtgt,12,10,2,0,0,0,0,2,2026-06-25 17:04:44
1933419575171035510,,Presiden Prabowo Terima Telepon dari Presiden AS Donald Trump Bahas Kerja Sama dan Perdamaian Global https://t.co/1MCYr7vao5,presiden prabowo terima telepon presiden as donald trump bahas kerja sama damai global,16,13,1,0,0,2,0,1,2026-06-25 17:04:44
1933417804176220192,,Prabowo Ogah 'Reshuffle' Kabinet: Pengamat Ungkap 3 Alasan di Baliknya! https://t.co/TFPjG7NGWn,prabowo ogah reshuffle kabinet amat ungkap alas balik,11,8,1,0,0,1,0,3,2026-06-25 17:04:44
1933417527763403101,,Kabinet Prabowo diisi oleh pembenci Prabowo pencaci maki Prabowo. Raja Juli salah satunya #TitoPemecahBangsa #TitoPemecahBangsa Pembela Prabowo pendukung Prabowo yang tulus dan setia itu yang sekarang di luar pemerintahan. Mereka ingin Indonesia diselamatkan https://t.co/EypHLXYTfu,kabinet prabowo isi benci prabowo caci maki prabowo raja juli salah satu bela prabowo dukung prabowo tulus setia sekarang luar perintah ingin indonesia selamat,34,24,1,0,2,7,0,8,2026-06-25 17:04:45
1933416090430026115,,𝗣𝗿𝗲𝘀𝗶𝗱𝗲𝗻 𝗣𝗿𝗮𝗯𝗼𝘄𝗼: 𝗧𝗶𝗱𝗮𝗸 𝗔𝗱𝗮 𝗥𝗲𝗻𝗰𝗮𝗻𝗮 𝗥𝗲𝘀𝗵𝘂𝗳𝗳𝗹𝗲 Setelah Presiden Prabowo Subianto menegaskan tidak ada perombakan atau reshuffle kabinet dalam waktu dekat Komisi II DPR meminta semua anggota kabinet untuk membayar kepercayaan Presiden https://t.co/AmIcpL1oWH,presiden prabowo subianto tegas tidak ada ombak reshuffle kabinet dekat komisi ii dpr minta semua anggota kabinet bayar percaya presiden,32,20,1,0,0,5,0,11,2026-06-25 17:04:45
1933412424922902737,,Inilah alasan presiden RI Prabowo Subianto harus ada tindakan reshuffle kabinet terutama Dua menteri terafiliasi jaringan Jokowi Cawecawe.... @prabowo @setkabgoid @setpresRI,ini alas presiden ri prabowo subianto harus ada tindak reshuffle kabinet utama dua menteri afiliasi jaring jokowi cawecawe,21,18,0,3,0,0,0,6,2026-06-25 17:04:45
1933409634335010835,,malapetaka apa yg menimpa indonesia shg punya presiden keq gini @prabowo katanya lo pinter tp koq malah memperlihatkan ketololan lo dr dulu malah tmbah parah plus dgn kabinet carut marut lo itu wo..wo....!!! #NEGRIPARABAJINGAN,malapetaka yang timpa indonesia shg punya presiden kek begini kata lo pintar tapi kok malah lihat tolol lo dari dahulu malah tambah parah plus dengan kabinet carut marut lo wowo,34,30,0,1,1,2,10,4,2026-06-25 17:04:45
1933408836519669962,,@cobeh2022 Nunggu KPK Mabes Polri dan Kejakgung yg me-reshuffle paksa kabinet nya Prabowo,tunggu kpk mabes polri kejakgung yang mereshuffle paksa kabinet prabowo,13,10,0,1,0,2,2,1,2026-06-25 17:04:46
1933408749978595531,,Presiden RI Prabowo Subianto memastikan tidak ada rencana untuk merombak susunan Kabinet Merah Putih dalam waktu dekat. Ia menilai seluruh menterinya bekerja dengan baik dan solid sebagai satu tim. Saya tidak ada rencana mau reshuffle sementara saya menilai tim saya bekerja https://t.co/AaBAQZilHA,presiden ri prabowo subianto pasti tidak ada rencana rombak susun kabinet merah putih dekat ia nilai seluruh menteri kerja baik solid bagai satu tim tidak ada rencana mau reshuffle sementara nilai tim kerja,42,33,1,0,0,8,1,8,2026-06-25 17:04:46
1933406439592362126,,Presiden Prabowo Memastikan Tidak Ada Reshuffle Kabinet. . Menteri-2 Kompak Bekerja Keras Dengan Baik Menteri-2 Mukidi Aman PDIP Tetap Di Luar Jakarta Kamis (12/6/2025) . https://t.co/Mt7XAWpoZa .. https://t.co/IU70LN88He,presiden prabowo pasti tidak ada reshuffle kabinet menteri kompak kerja keras baik menteri mukidi aman pdip tetap luar jakarta kamis,28,20,2,0,0,2,0,2,2026-06-25 17:04:46
1933405824535441428,,AGI ASI : Kaga Aman Negara Lu Banyak Maling Penipuan Modus Untung Nya Kaga Gw Kasih Laptop Gw Mampus Gw Kalo Di Kasih Bisa Di Ambil Parah Nih Kabinet Mentri Kebijakan Sama Pemerintah @prabowo,agi asi kagak aman negara lu banyak maling tipu modus untung kagak gue kasih laptop gue mampus gue kalau kasih bisa ambil parah nih kabinet tri bijak sama perintah,34,29,0,1,0,3,6,4,2026-06-25 17:04:46
1933405436994085069,,Prabowo Tak Akan Reshuffle Kabinet Legislator PKB Minta Menteri Fokus Kerja Nyata https://t.co/i4x5US9ujg,prabowo tak reshuffle kabinet legislator pkb minta menteri fokus kerja nyata,13,11,1,0,0,1,1,1,2026-06-25 17:04:47
1933404852513919035,,Prabowo Tegaskan Belum Ada Rencana Reshuffle Kabinet @KemensetnegRI @setkabgoid #Prabowo #Rencana #Reshuffle #Kabinet #Berita #News #Info https://t.co/sbp6HXzKUd,prabowo tegas belum ada rencana reshuffle kabinet,17,7,1,2,7,0,0,1,2026-06-25 17:04:47
1933399476494086199,,@xquitavee @prabowo kalo tidak ada kepercayaan dari rskyat n asing terus menerus yakin ga bakal ada reshuffle kabinet ?! https://t.co/MHpoNUgyUX,kalau tidak ada percaya rskyat asing terus terus yakin enggak bakal ada reshuffle kabinet,20,14,1,2,0,1,2,2,2026-06-25 17:04:47
1933397821639831604,,@xquitavee @prabowo usul reshuffle kok tiba2 pasang framing pengen masuk kabinet ...... kesimpulan orang picik ........ minta di reshuffle karena emang ga becus !!!!!!!,usul reshuffle kok tiba pasang framing pengin masuk kabinet simpul orang picik minta reshuffle memang enggak becus,24,17,0,2,0,2,4,2,2026-06-25 17:04:47
1933397486934372481,,@mindingthing @ardynshufi Seenak jidat https://t.co/OAsnmy364G aja Thohir udah gak aman di kabinet Prabowo MNRT bocor Alus. Kalau dia gagal lolos pildun proyek timnas bakal Batal dan dia cabut.,enak jidat saja thohir sudah enggak aman kabinet prabowo mnrt bocor alus gagal lolos pildun proyek timnas bakal batal cabut,28,20,1,2,0,5,3,1,2026-06-25 17:04:48
1933392415483977767,,@Mr_cosanostra Pecat ganti Tito karnavian titip joko widodo di kabinet Presiden Prabowo ini Rakyat NKRI jangan dibuat Gaduh dan adu domba,pecat ganti tito karnavian titip joko widodo kabinet presiden prabowo rakyat nkri jangan buat gaduh radu domba,21,17,0,1,0,3,1,1,2026-06-25 17:04:48
1933385147711398187,,@DS_yantie Wahai presiden yg baru tlg lah bersihkan kabinet Bpk dari org2 yg msh punya kepentingan dg genk solo agar Bpk prabowo tdk terusik... Kami rakyat ingin tenang.,wahai presiden yang baru tolong sih kabinet bpk orang yang masih punya penting dengan genk solo bpk prabowo tidak usik rakyat ingin tenang,28,23,0,1,0,4,7,3,2026-06-25 17:04:48
1933378645466493353,,@RenalAri2012 @ARSIPAJA Tidak ada rencana reshuffle kabinet saat ini sebagaimana dinyatakan Presiden Prabowo dan pejabat lainnya pada Juni 2025. Kabinet dianggap berkinerja baik dengan tingkat kepuasan publik sekitar 80% terutama untuk menteri seperti Menteri Agama. Namun ada kritik terhadap,tidak ada rencana reshuffle kabinet bagaimana nyata presiden prabowo jabat lain juni kabinet anggap kerja baik tingkat puas publik kitar utama menteri seperti menteri agama ada kritik hadap,39,28,0,2,0,7,2,8,2026-06-25 17:04:49
1933375194628084201,,Ogah Reshuffle Kabinet Prabowo: Menteri Bekerja dengan Baik https://t.co/075paPgJDZ,ogah reshuffle kabinet prabowo menteri kerja baik,9,7,1,0,0,1,0,1,2026-06-25 17:04:49
1933374130226933825,,@islah_bahrawi Prabowo benar2 cuma boneka dibiarkan nikmati tahta RI1 tp pemerintahan dikendalikan KABINET BAYANGAN. Luhut/pratikno - teddy - bahlil/tito/erik. All mulyono's man.,prabowo benar cuma boneka biar nikmat takhta ri tapi perintah kendali kabinet bayang luhutpratikno teddy bahliltitoerik all mulyonos man,22,19,0,1,0,0,2,5,2026-06-25 17:04:49
1933373765339263165,,Presiden Prabowo Subianto menegaskan tak ada rencana melakukan reshuffle kabinet. Prabowo bilang para menterinya bekerja dengan baik. Gimana komentar kamu detikers? &gt;&gt; https://t.co/I1VmlmffyZ https://t.co/ihYPDDgEd9,presiden prabowo subianto tegas tak ada rencana laku reshuffle kabinet prabowo bilang menteri kerja baik bagaimana komentar detikers gtgt,24,19,2,0,0,3,1,4,2026-06-25 17:04:49
1933373710398075122,,Semakin kepanasan para pegamat abal2 pembenci @jokowi https://t.co/rkbABMCUUN Presiden Prabowo Subianto menegaskan tidak ada rencana melakukan reshuffle kabinet dalam waktu dekat. Prabowo menilai menterinya sejauh ini bekerja dengan baik.,makin panas gamat abal benci presiden prabowo subianto tegas tidak ada rencana laku reshuffle kabinet dekat prabowo nilai menteri jauh kerja baik,29,22,1,1,0,5,1,9,2026-06-25 17:04:50
1933371223662288989,,Presiden Prabowo umumkan kenaikan gaji hakim hingga 280% terutama bagi golongan junior berkat efisiensi anggaran Kabinet Merah Putih. Dalam pengukuhan hakim MA ia tegaskan semua golongan akan naik signifikan dan minta pegawai lain bersabar. https://t.co/MqcPJj0w8s,presiden prabowo umum naik gaji hakim hingga utama bagi golong junior berkat efisiensi anggar kabinet merah putih kukuh hakim mak ia tegas semua golong naik signifikan minta pegawai lain sabar,35,30,1,0,0,3,2,10,2026-06-25 17:04:50
1933368890421293268,,Presiden Prabowo Subianto menegaskan bahwa tidak ada niatan untuk melakukan reshuffle kabinet meskipun ada tuntutan publik yang signifikan untuk perombakan tersebut. https://t.co/fl8gGiUrMf,presiden prabowo subianto tegas bahwa tidak ada niat laku reshuffle kabinet meski ada tuntut publik signifikan ombak,22,17,1,0,0,4,0,6,2026-06-25 17:04:50
1933364931900158181,,Prabowo Bantah Isu Reshuffle Kabinet https://t.co/muIL1Bt7ej,prabowo bantah isu reshuffle kabinet,6,5,1,0,0,0,0,0,2026-06-25 17:04:50
1933364598243274955,,@kompascom pak @prabowo ganti kabinet itu hak anda sampai ngga bisa ganti kabinet ngga bebas karena intervensi kasian amat pak,pak ganti kabinet hak sampai enggak bisa ganti kabinet enggak bebas intervensi kasihan amat pak,20,15,0,2,0,3,3,0,2026-06-25 17:04:50
1933363984746659884,,@abu_waras Jangan berharap apapun dari Pemerintahan Prabowo yang tutup kuping tutup mata. Bravo Kabinet Merah Putih .,jangan harap apa perintah prabowo tutup kuping tutup mata bravo kabinet merah putih,17,13,0,1,0,2,0,3,2026-06-25 17:04:51
1933363515089461440,,@Ary_PrasKe2 @Anak__Ogi @becak50 @BiLLRaY2019 @sami86pilang @RickyKardjono @jhonsitorus_19 @NgkongRoses @Harakiri_14 @newIding30 @AntoniusCDN Kabinet merah putih? Merah isinya orang Prabowo. Putih orang nya TERMUL. (Termul suka baju putih) Masuk ga?,kabinet merah putih merah isi orang prabowo putih orang termul termul suka baju putih masuk enggak,28,16,0,11,0,1,1,1,2026-06-25 17:04:51
1933361596212129919,,Sampai kiamatpun Prabowo presiden tidak bakalan berani copot Tito.Tentu tdk berani sbb Tito kaki tangan Jokowi di kabinet.Prabowo terikat Surat Perintah Solo 13 Oktober 2024. Copot Tito dibongkar rahasia https://t.co/1RI5j8rQIn estate dan Alutsista.Sial amat. @bang_dasco,sampai kiamat prabowo presiden tidak bakal berani copot titotentu tidak berani sebab tito kaki tangan jokowi kabinetprabowo ikat surah perintah solo oktober copot tito bongkar rahasia estate alutsistasial amat,35,29,1,1,0,2,3,4,2026-06-25 17:04:51
1933358595221184896,,Presiden Prabowo pastikan tidak ada rencana reshuffle kabinet. Ia sebut menterinya solid dan bekerja demi kepentingan rakyat. https://t.co/K4tCgmI4yk,presiden prabowo pasti tidak ada rencana reshuffle kabinet ia sebut menteri solid kerja demi penting rakyat,18,16,1,0,0,1,0,4,2026-06-25 17:04:51
1933358235769319904,,Presiden Prabowo Subianto membantah akan melakukan reshuffle atau pergantian menteri di Kabinet Merah Putih. saja. https://t.co/yKkuEyLHQs,presiden prabowo subianto ban laku reshuffle ganti menteri kabinet merah putih,16,11,1,0,0,4,0,3,2026-06-25 17:04:52
1933354916975947884,,Prabowo Tegaskan Belum Ada Rencana Reshuffle Kabinet @KemensetnegRI @setkabgoid #Prabowo #Rencana #Reshuffle #Kabinet #Berita #News #Info https://t.co/ZWHK8YKkRC,prabowo tegas belum ada rencana reshuffle kabinet,17,7,1,2,7,0,0,1,2026-06-25 17:04:52
1933354483050033363,,Presiden RI Prabowo Subianto menegaskan bahwa tidak ada rencana untuk melakukan perombakan atau reshuffle Kabinet Merah Putih karena para menterinya bekerja dengan baik. https://t.co/itLZ3pxIVW,presiden ri prabowo subianto tegas bahwa tidak ada rencana laku ombak reshuffle kabinet merah putih menteri kerja baik,24,18,1,0,0,5,0,5,2026-06-25 17:04:52
1933346607417954427,,@prabowo hati2 pak menteri anda ini sepertinya salah satu impostor di kabinet. Tolong balilin pulaunya lagi ke aceh. Bahaya ini bisa pemberontakan berujung Aceh merdeka,hati pak menteri seperti salah satu impostor kabinet tolong balilin pulau lagi aceh bahaya bisa ronta ujung aceh merdeka,25,19,0,1,0,5,0,4,2026-06-25 17:04:52
1933346259185905947,,@kompascom Prabowo downgrade pemerintahannya sendiri yg selain dirongrong oleh orang2 Jokowi yg masih bercokol di kabinet juga dirongrong oleh pernyataan2nya yg inkonsisten.,prabowo downgrade perintah sendiri yang selain rongrong orang jokowi yang masih cokol kabinet rongrong nyata yang inkonsisten,22,17,0,1,0,4,3,5,2026-06-25 17:04:53
1933340705398927815,,Sambil dilirik oleh Menteri Jokowi di Kabinet Prabowo,sambil lirik menteri jokowi kabinet prabowo,8,6,0,0,0,2,0,1,2026-06-25 17:04:53
1933340116514451610,,@DadangAbdulla13 @Boediantar4 @prabowo @Gerindra Tito itu orgnya Mulyono yg dititip di kabinet prabowo.,tito orgnya mulyono yang titip kabinet prabowo,13,7,0,4,0,2,1,1,2026-06-25 17:04:53
1933209616424554712,,Presiden Prabowo Cabut IUP Nikel Dinilai Indikasi Ada Perusak Dalam Kabinet Merah Putih. https://t.co/lU2mgXiRgA https://t.co/7066YScUzZ,presiden prabowo cabut iup nikel nilai indikasi ada usak kabinet merah putih,15,12,2,0,0,1,0,2,2026-06-25 17:04:53
1933204900307214673,,Presiden Prabowo dalam waktu dekat ini tidak ada rencana untuk Reshuffle kabinet meski ada godaan dari pihak sebelah bekerjalah dgn tenang dan perbaiki kekurangan yg ada dimasing2 kementrian https://t.co/p43sxj9vWB,presiden prabowo dekat tidak ada rencana reshuffle kabinet meski ada goda pihak belah kerja dengan tenang baik kurang yang ada dimasing tri,29,22,1,0,0,6,3,5,2026-06-25 17:04:54
1933203418060849482,,Prabowo Pastikan Belum Ada Rencana Mau Reshuffle Kabinet https://t.co/o8GKGfBgZS https://t.co/jsMFoZbAVx,prabowo pasti belum ada rencana mau reshuffle kabinet,10,8,2,0,0,0,0,1,2026-06-25 17:04:54
1933197055935287645,,@zoelfick @prabowo Prabowo sudah tegas kemarin mengatakan bahwa tidak akan ada perombakan kabinet. Apa kalian gak paham?,prabowo tegas kemarin kata bahwa tidak ada ombak kabinet kalian enggak paham,17,12,0,2,0,3,1,2,2026-06-25 17:04:54
1933196947852263460,,@prabowo @KRjogjadotcom @suaramerdeka Pas ada 1/momen gaji hakim2 dinaikan mr president @prabowo @sjafriesjams @bang_dasco @fadlizon @SudaryonoSudar 2/ada budol mentri di kabinet yg disebut dlm bap sidang judi online. @tvOneNews @KRjogjadotcom @suaramerdeka @kumparan @rmol_id @TirtoID @geloraco @retjobuntung_fm https://t.co/fPeGKVln9u,pas ada momen gaji hakim naik mr president ada budol tri kabinet yang sebut dalam bap sidang judi online,37,19,1,16,0,1,2,3,2026-06-25 17:04:54
1933195165193396451,,Jawab Desakan Reshuffle Kabinet Prabowo Puji Menterinya Bekerja dengan Baik Salah Bicara Itu Biasa #TribunKaltim #Prabowo #ReshuffleKabinet https://t.co/V0honFsa6m lewat @tribunnews,jawab desa reshuffle kabinet prabowo puji menteri kerja baik salah bicara biasa lewat,20,13,1,1,3,2,0,3,2026-06-25 17:04:54
1933189802012360833,,Presiden Prabowo Subianto menegaskan dirinya tidak memiliki rencana untuk melakukan reshuffle kabinet. Menurutnya seluruh menteri Kabinet Merah Putih sejauh ini telah menjalankan tugas dengan cukup baik. Prabowo sekaligus menepis berbagai spekulasi publik soal kemungkinan https://t.co/3d3VfL9g0T,presiden prabowo subianto tegas diri tidak milik rencana laku reshuffle kabinet turut seluruh menteri kabinet merah putih jauh jalan tukas baik prabowo sekaligus menep bagai spekulasi publik soal mungkin,35,29,1,0,0,5,1,10,2026-06-25 17:04:55
1933186187025653827,,Omon omon doang Loe Prabocor @prabowo Pecundang penculik hasil Oposan koruptor di kabinet loe ndak loe urus..dasar gemoy Lihat video @BADAISINGKARAK! #TikTok https://t.co/zZH9fvaBuO,omon omon doang lo prabocor cundang culik hasil oposan koruptor kabinet lo indak lo urusdasar gemoy rakyat video,23,18,1,2,1,1,5,2,2026-06-25 17:04:55
1933186009484947720,,Lah malah curhat Nyari simpati ?Setelah rekrut menteri2 loyalis @jokowi dlm kabinet tak mau disebut bentuk KKN dgn dalih wong KEBERLANJUTAN. Ngoceh belum action malah melakukkan hal serupa terus disampaikan kesulitan memberantas kan ndhagel namanya @prabowo @fadlizon https://t.co/CPLA43LdCx,malah curhat cari simpati rekrut menteri loyalis dalam kabinet tak mau sebut bentuk kkn dengan dalih wong lanjut oceh belum action malah melakukkan hal rupa terus sampai sulit berantas kan ndhagel nama,38,32,1,3,0,2,4,9,2026-06-25 17:04:56
1933183616286363940,,Presiden Prabowo Cabut IUP Nikel Dinilai Indikasi Ada Perusak Dalam Kabinet Merah Putih. Intervensi pencabutan izin usaha pertambangan ini menandakan ada masalah besar dalam pemberian izin usaha pertambangan. https://t.co/yhMYtFphLj https://t.co/oyVrul2h96,presiden prabowo cabut iup nikel nilai indikasi ada usak kabinet merah putih intervensi cabut izin usaha tambang tanda ada masalah besar beri izin usaha tambang,30,25,2,0,0,3,0,7,2026-06-25 17:04:56
1933183226110963948,,Presiden Prabowo Tepis Isu Reshuffle Kabinet Sebut Menteri Sudah Bekerja Baik Presiden Prabowo Subianto menegaskan tidak ada rencana melakukan perombakan atau reshuffle Kabinet Merah Putih. Dia menilai para menterinya sudah bekerja dengan baik. https://t.co/loBrCgq8Mv https://t.co/ZPszzZr5DM,presiden prabowo tepis isu reshuffle kabinet sebut menteri kerja baik presiden prabowo subianto tegas tidak ada rencana laku ombak reshuffle kabinet merah putih nilai menteri kerja baik,35,27,2,0,0,6,0,7,2026-06-25 17:04:56
1933181935515484216,,Nilai Menterinya Bekinerja Baik Prabowo Tegaskan Tidak Ada Reshuffle Kabinet https://t.co/jtVCEdsJOJ #ReshuffleKabinet #Reshuffle #KabinetMerahPutih #KMP #Prabowo #PresidenPrabowo,nilai menteri bekinerja baik prabowo tegas tidak ada reshuffle kabinet,17,10,1,0,6,0,0,2,2026-06-25 17:04:56
1933180092630651279,,@TTariuu @kumparan Memangnya Pak Prabowo berani pecat Tito? Tito kan jongosnya Mulyono. Banyak antek mulyono di kabinet.. Pak Prab kek gak berkutik.,memang pak prabowo berani pecat tito tito kan jongos mulyono banyak antek mulyono kabinet pak prab kayak enggak kutik,22,19,0,2,0,1,2,3,2026-06-25 17:04:56
1933177548214853671,,Presiden Prabowo Subianto Bantah Akan Reshuffle kabinet https://t.co/iBwwfR6p3T,presiden prabowo subianto bantah reshuffle kabinet,8,6,1,0,0,1,0,0,2026-06-25 17:04:56
1933174205455212838,,Presiden Prabowo Subianto menegaskan bahwa dirinya tidak memiliki rencana untuk melakukan reshuffle kabinet dalam waktu dekat meski isu tersebut tengah berkembang. #newsupdate #update #news #oneliner https://t.co/sVQOE9m6Uo https://t.co/5WIGE00hIF,presiden prabowo subianto tegas bahwa diri tidak milik rencana laku reshuffle kabinet dekat meski isu kembang,27,16,2,0,4,5,0,5,2026-06-25 17:04:56
1933172625758626033,,Namun keinginan Rakyat agar Pemerintah Rezim #Omonomon bersih² Kabinet harus bertepuk sebelah tangan. |Prabowo: Saya Tidak Ada Rencana Mau Reshuffle Kabinet https://t.co/cgWQhkC6RU,ingin rakyat perintah rezim bersih kabinet harus tepuk belah tangan prabowo tidak ada rencana mau reshuffle kabinet,22,17,1,0,1,3,1,4,2026-06-25 17:04:57
1933172618234073098,,Saya BUKAN 'BONEKA' Melihat Menteri² di Kabinet MP adalah Mantan anakbuah Jokowi dan banyak yang bermasalah. Selain itu Wakilnya anak Jokowi. Jadi wajar jika Prabowo dinilai Penerus Jokowi. Dalam perjalanannya juga wajar jika Rakyat mendorong Presiden RI 'bersih²' Kabinet.,bukan boneka lihat menteri kabinet mp mantan anakbuah jokowi banyak masalah selain wakil anak jokowi jadi wajar prabowo nilai terus jokowi jalan wajar rakyat dorong presiden ri bersih kabinet,39,29,0,0,0,10,0,9,2026-06-25 17:04:57
1933170295344672960,,@jansen_jsp @AgusYudhoyono @prabowo Beberapa ketum partai 'tersandera' setelah masuk kabinet. Semoga mas AHY tidak. Tetap waspada mas.,beberapa tum partai sandera masuk kabinet moga mas ahy tidak tetap waspada mas,17,13,0,3,0,1,0,3,2026-06-25 17:04:57
1933163514467618996,,Presiden Prabowo Subianto memastikan dirinya tidak memiliki rencana untuk melakukan reshuffle kabinet Indonesia Maju. Ia menilai para menterinya telah menunjukkan kinerja yang baik sejauh ini. #mdkbl https://t.co/z9aeNr2kIf,presiden prabowo subianto pasti diri tidak milik rencana laku reshuffle kabinet indonesia maju ia nilai menteri tunjuk kerja baik jauh,27,20,1,0,1,5,0,9,2026-06-25 17:04:57
1933162720037326941,,@SenopatiDiAnno @prabowo Pecat tito . Ditaruh jokowi untuk membuat huru hara politik di kabinet prabowo . Ancaman desintegrasi bukan dari aceh saja. Maluku juga akan bgt .,pecat tito taruh jokowi buat huru hara politik kabinet prabowo ancam desintegrasi bukan aceh malu banget,27,16,0,2,0,6,1,4,2026-06-25 17:04:57
1933157216585912517,,Dalam sepekan Presiden Prabowo bertemu Presiden ke-5 RI Megawati dan Presiden ke-6 RI SBY. Bagian dari rencana reshuffle kabinet atau menjaga stabilitas politik? #Polhuk #Kompas60 https://t.co/l5Tp3VcmdT,pek presiden prabowo temu presiden ri megawati presiden ri surabaya bagi rencana reshuffle kabinet jaga stabilitas politik,26,17,1,0,2,6,1,4,2026-06-25 17:04:58
1933156043745366265,,Dalam sepekan Presiden Prabowo bertemu Presiden ke-5 RI Megawati dan Presiden ke-6 RI SBY. Bagian dari rencana reshuffle kabinet atau menjaga stabilitas politik? #Polhuk #Kompas60 https://t.co/jLmppA7lZS,pek presiden prabowo temu presiden ri megawati presiden ri surabaya bagi rencana reshuffle kabinet jaga stabilitas politik,26,17,1,0,2,6,1,4,2026-06-25 17:04:58
1933153683388391813,,@satriohendri @YouTube Jika Gibran jadi dimakzulkan para menteri titipan jokowi di kabinet merah putih kompak mundur sepertinya dan partai @psi_id mendeklarasikan mundur dari koalisi Prabowo,gibran jadi makzul menteri titip jokowi kabinet merah putih kompak mundur seperti partai deklarasi mundur koalisi prabowo,25,17,0,3,0,5,0,4,2026-06-25 17:04:58
1933147714918989827,,Bapak @prabowo sebenarnya sadar ga sih dg keinginan awal untuk bentuk zaken kabinet??? yg ada sekarang itu Ketum Partai dan tim sukses anda di pilpres 2024 kemarin Pak...,bapak benar sadar enggak sih dengan ingin awal bentuk zaken kabinet yang ada sekarang tum partai tim sukses pilpres kemarin pak,28,21,0,1,0,5,3,3,2026-06-25 17:04:58
1933145921316855987,,Setelah beberapa hari isu reshuffle kabinet muncul Presiden Prabowo Subianto mengeluarkan pernyataan yang intinya menegaskan tak ada rencana reshuffle . #Polhuk #Kompas60 https://t.co/K8BX5iTR2t,beberapa hari isu reshuffle kabinet muncul presiden prabowo subianto keluar nyata inti tegas tak ada rencana reshuffle,23,17,1,0,2,2,0,4,2026-06-25 17:04:58
1933144649918513193,,Setelah beberapa hari isu reshuffle kabinet muncul Presiden Prabowo Subianto mengeluarkan pernyataan yang intinya menegaskan tak ada rencana reshuffle . #Polhuk #Kompas60 https://t.co/GJZEpweXpq,beberapa hari isu reshuffle kabinet muncul presiden prabowo subianto keluar nyata inti tegas tak ada rencana reshuffle,23,17,1,0,2,2,0,4,2026-06-25 17:04:58
1933143002526183463,,Presiden Prabowo Tegaskan Tidak Ada Rencana Reshuffle Kabinet Merah Putih https://t.co/VvDlmAX2to https://t.co/ehJgeUgDQS,presiden prabowo tegas tidak ada rencana reshuffle kabinet merah putih,12,10,2,0,0,0,0,1,2026-06-25 17:04:58
1933142550820651359,,Kata Prabowo Kabinet Merah Putih Mirip Timnas Indonesia https://t.co/VXVgtjG2kT,kata prabowo kabinet merah putih mirip timnas indonesia,9,8,1,0,0,0,0,0,2026-06-25 17:04:58
1933141175005053095,,@kompascom Jika di lanjut kabinet kacaunya maka banyak rakyat yg kecewa pak presiden @prabowo Banyak Menteri di kabinet bapak yg prinsipnya asal bapak senang. Alias mereka tidak punya prestasi selain mengikuti Boss lama mereka @jokowi,lanjut kabinet kacau banyak rakyat yang kecewa pak presiden banyak menteri kabinet bapak yang prinsip asal bapak senang alias tidak punya prestasi selain ikut bos lama,35,26,0,3,0,6,3,3,2026-06-25 17:04:58
1933140845362045171,,@bengkeldodo @prabowo kata pak @prabowo sorryyy yeee ... Ga Terima sampah di kabinet ,kata pak sorryyy ya enggak terima sampah kabinet,13,8,0,3,0,1,2,0,2026-06-25 17:04:59
